Tag,Player,Elo,Pokemon 1,Pokemon 2,Pokemon 3,Pokemon 4,Pokemon 5,Pokemon 6,LeadPokemon,TurnCount,Result,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 3 Move 1,Pokemon 3 Move 2,Pokemon 3 Move 3,Pokemon 3 Move 4,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Weather-Rain,Weather-Sand
1145010920,Let’sgosixers,1415,Politoed,Gyarados,Tentacruel,Ferrothorn,Jirachi,Latias,Ferrothorn,65,win,None,None,None,None,Bounce,Dragon Dance,Waterfall,None,Scald,Rapid Spin,Protect,Toxic Spikes,Knock Off,Spikes,Stealth Rock,Power Whip,Thunder,Water Pulse,None,None,Dragon Pulse,Psycho Shift,Calm Mind,Roost,0,1
1145100292,Killcroc,1379,Tyranitar,Ferrothorn,Landorus-Therian,Latios,Keldeo,Heatran,Landorus-Therian,16,win,Crunch,Pursuit,None,None,Protect,Power Whip,Leech Seed,None,Hidden Power,U-turn,None,None,Dragon Pulse,None,None,None,Substitute,None,None,None,None,None,None,None,1,0
1145128974,Killcroc,1441,Tyranitar,Ferrothorn,Landorus-Therian,Latios,Keldeo,Heatran,Landorus-Therian,31,win,Crunch,Pursuit,Stealth Rock,None,Spikes,None,None,None,Hidden Power,U-turn,None,None,Dragon Pulse,None,None,None,None,None,None,None,Magma Storm,None,None,None,1,0
1145444496,Machine Gun Dragon,1555,Reuniclus,Skarmory,Garchomp,Jellicent,Tyranitar,Heatran,Heatran,1,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
114569139,Flamiou,1461,Tornadus,Lucario,Mamoswine,Jellicent,Ferrothorn,Latios,Mamoswine,26,lose,None,None,None,None,Extreme Speed,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
114569261,16kims1,1491,Politoed,Tornadus,Vaporeon,Thundurus-Therian,Keldeo,Azumarill,Politoed,25,lose,Focus Blast,Ice Beam,None,None,Hurricane,Focus Blast,None,None,Scald,None,None,None,Hidden Power,Thunder,None,None,Scald,None,None,None,None,None,None,None,0,1
1145848570,Cinema Staff Fan,1554,Keldeo,Politoed,Excadrill,Conkeldurr,Toxicroak,Alakazam,Conkeldurr,19,win,None,None,None,None,Scald,None,None,None,Earthquake,Rapid Spin,None,None,Mach Punch,Drain Punch,None,None,Swords Dance,None,None,None,Psychic,Hidden Power,None,None,0,0
114593029,lsc29,1577,Abomasnow,Forretress,Mamoswine,Mandibuzz,Jellicent,Gliscor,Mamoswine,27,lose,Giga Drain,Blizzard,None,None,Spikes,None,None,None,Earthquake,Icicle Crash,None,None,Taunt,Roost,Foul Play,None,None,None,None,None,None,None,None,None,0,0
1145958543,Excaliburn88,1549,Ninetales,Porygon2,Rotom-Wash,Hitmontop,Xatu,Heatran,Rotom-Wash,73,lose,None,None,None,None,None,None,None,None,Trick,Volt Switch,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1145971776,testbwou,1497,Garchomp,Alakazam,Jellicent,Scizor,Tyranitar,Rotom-Wash,Rotom-Wash,24,lose,None,None,None,None,Psychic,None,None,None,Water Spout,None,None,None,Bullet Punch,None,None,None,Pursuit,None,None,None,Hydro Pump,Will-O-Wisp,Volt Switch,None,1,0
1146126786,porrompompom,1519,Porygon2,Ninetales,Dragonite,Volcarona,Xatu,Excadrill,Dragonite,39,lose,Thunderbolt,Recover,None,None,None,None,None,None,None,None,None,None,Bug Buzz,Quiver Dance,None,None,U-turn,Heat Wave,Roar,None,Earthquake,Stealth Rock,None,None,0,0
1146518720,CalamityGreed,1560,Politoed,Terrakion,Keldeo,Scizor,Thundurus-Therian,Latios,Terrakion,20,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,1
1146527459,kobepayne,1492,Politoed,Garchomp,Gyarados,Latios,Starmie,Ferrothorn,Garchomp,24,lose,None,None,None,None,Outrage,Substitute,Swords Dance,None,None,None,None,None,Draco Meteor,None,None,None,Psyshock,None,None,None,Stealth Rock,None,None,None,0,0
1146543328,arlae,1557,Dragonite,Magnezone,Gliscor,Jirachi,Slowbro,Latias,Latias,19,lose,Substitute,None,None,None,None,None,None,None,Earthquake,Roost,U-turn,None,U-turn,Body Slam,Stealth Rock,None,None,None,None,None,Healing Wish,Trick,Draco Meteor,None,0,0
1147155268,TheRareCandyDealer,1446,Lapras,Chansey,Skarmory,Tentacruel,Landorus-Therian,Haxorus,Lapras,16,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1147375997,testbwou,1384,Garchomp,Alakazam,Jellicent,Scizor,Tyranitar,Rotom-Wash,Rotom-Wash,27,lose,Outrage,None,None,None,None,None,None,None,Energy Ball,Water Spout,None,None,Bullet Punch,U-turn,None,None,Superpower,Ice Beam,Roar,None,Hydro Pump,Volt Switch,None,None,1,0
1147806722,Typhlito,1373,Abomasnow,Mamoswine,Kyurem,Excadrill,Jirachi,Jellicent,Jirachi,20,lose,None,None,None,None,Stealth Rock,Ice Shard,None,None,None,None,None,None,Earthquake,Rapid Spin,Protect,None,U-turn,Ice Punch,Healing Wish,None,Recover,Will-O-Wisp,None,None,0,0
1147810152,Kwall25b,1428,Darmanitan,Ninetales,Victini,Donphan,Infernape,Latios,Donphan,15,lose,Flare Blitz,None,None,None,Protect,None,None,None,V-create,U-turn,None,None,Knock Off,None,None,None,Close Combat,U-turn,None,None,Trick,Draco Meteor,Thunder Wave,None,0,0
1147880794,nigel,1395,Politoed,Ferrothorn,Tentacruel,Thundurus-Therian,Latios,Garchomp,Politoed,23,win,None,None,None,None,None,None,None,None,Scald,Toxic,Protect,None,None,None,None,None,Dragon Pulse,Surf,None,None,Outrage,None,None,None,0,1
114878566,Mammary,1332,Tentacruel,Zapdos,Arcanine,Flygon,Hitmontop,Omastar,Flygon,28,win,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1148983890,hf losing,1561,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Thundurus-Therian,18,win,None,None,None,None,None,None,None,None,Scald,Toxic,Rapid Spin,None,Thunder,Focus Blast,Substitute,None,Spikes,Stealth Rock,Gyro Ball,None,None,None,None,None,0,1
1149091163,TheDetails,1403,Tyranitar,Latios,Rotom-Wash,Ferrothorn,Landorus-Therian,Garchomp,Landorus-Therian,18,lose,None,None,None,None,Dragon Pulse,Surf,None,None,Will-O-Wisp,Volt Switch,None,None,Spikes,Knock Off,None,None,Hidden Power,None,None,None,Stealth Rock,Earthquake,Dual Chop,None,1,0
1149327851,MitsuiHisashi,1435,Alakazam,Blissey,Ferrothorn,Reuniclus,Conkeldurr,Salamence,Blissey,26,lose,Psychic,Energy Ball,Focus Blast,None,Ice Beam,Thunderbolt,Thunder Wave,None,Swords Dance,Power Whip,Gyro Ball,None,Psychic,Hidden Power,Trick Room,None,Ice Punch,Facade,Drain Punch,None,Earthquake,None,None,None,0,0
1149337396,dark web uzi,1429,Politoed,Landorus-Therian,Jirachi,Celebi,Kyurem,Tentacruel,Landorus-Therian,60,win,Hydro Pump,Scald,None,None,Hidden Power,Stealth Rock,U-turn,None,Wish,Iron Head,Body Slam,None,Nasty Plot,Hidden Power,Giga Drain,Earth Power,Ice Beam,Roost,Substitute,None,Scald,Rapid Spin,Protect,Toxic Spikes,0,1
1149424025,good untier,1558,Hippowdon,Alakazam,Starmie,Ferrothorn,Togekiss,Jirachi,Hippowdon,70,win,Stealth Rock,Earthquake,Slack Off,Whirlwind,Psychic,Hidden Power,None,None,Rapid Spin,Scald,Recover,None,Spikes,Gyro Ball,Knock Off,None,Air Slash,Aura Sphere,None,None,None,None,None,None,0,0
114947712,d007,1423,Reuniclus,Conkeldurr,Jellicent,Cloyster,Heatran,Lucario,Heatran,19,win,Calm Mind,Hidden Power,None,None,Drain Punch,Mach Punch,None,None,Scald,None,None,None,Icicle Spear,None,None,None,Hidden Power,None,None,None,Extreme Speed,None,None,None,0,0
1149803835,hf losing,1569,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Tentacruel,18,win,U-turn,None,None,None,Scald,Protect,None,None,None,None,None,None,Thunder,None,None,None,Gyro Ball,None,None,None,Thunder,None,None,None,0,1
1149854909,Le Cheff,1539,Mamoswine,Skarmory,Landorus-Therian,Tyranitar,Latios,Hydreigon,Hydreigon,7,lose,None,None,None,None,Roost,Spikes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Flamethrower,None,None,None,1,0
1150017963,hf losing,1589,Scizor,Politoed,Tentacruel,Thundurus-Therian,Ferrothorn,Latios,Thundurus-Therian,40,win,Bullet Punch,None,None,None,Scald,Toxic,Protect,None,Scald,Rapid Spin,None,None,Thunder,Focus Blast,Substitute,None,Stealth Rock,Power Whip,None,None,Draco Meteor,Thunder,None,None,0,1
1150399569,Salt on me,1319,Terrakion,Garchomp,Dragonite,Starmie,Magnezone,Kyurem-Black,Terrakion,29,lose,None,None,None,None,Earthquake,Fire Blast,Outrage,None,None,None,None,None,None,None,None,None,Volt Switch,None,None,None,Outrage,None,None,None,0,0
1151337305,Bloodclat,1614,Politoed,Dragonite,Tentacruel,Ferrothorn,Keldeo-Resolute,Jirachi,Politoed,31,win,Hydro Pump,None,None,None,Earthquake,Extreme Speed,None,None,Scald,Protect,Rapid Spin,None,Spikes,Stealth Rock,None,None,Surf,None,None,None,Thunder,Calm Mind,Substitute,Water Pulse,0,1
1151341251,Bloodclat,1614,Politoed,Dragonite,Tentacruel,Ferrothorn,Keldeo-Resolute,Jirachi,Politoed,31,win,Hydro Pump,None,None,None,Earthquake,Extreme Speed,None,None,Scald,Protect,Rapid Spin,None,Spikes,Stealth Rock,None,None,Surf,None,None,None,Thunder,Calm Mind,Substitute,Water Pulse,0,1
1151546692,Pilif,1369,Breloom,Moltres,Ninetales,Rotom-Wash,Quagsire,Excadrill,Ninetales,28,win,Force Palm,None,None,None,Hurricane,Fire Blast,None,None,None,None,None,None,Will-O-Wisp,Volt Switch,None,None,Scald,Recover,None,None,None,None,None,None,0,0
1151584512,Raul20619,1341,Politoed,Jirachi,Dragonite,Moltres,Forretress,Espeon,Forretress,11,win,None,None,None,None,Thunder,Calm Mind,Substitute,None,None,None,None,None,None,None,None,None,Stealth Rock,None,None,None,Encore,Psyshock,Light Screen,None,0,0
1152024104,senpai noticer,1551,Tyranitar,Excadrill,Garchomp,Rotom-Wash,Skarmory,Amoonguss,Rotom-Wash,39,win,Taunt,Pursuit,Superpower,None,Iron Head,None,None,None,Draco Meteor,Stealth Rock,Fire Blast,Earthquake,Pain Split,Will-O-Wisp,Volt Switch,None,None,None,None,None,Worry Seed,Stun Spore,None,None,0,0
1152027946,choke sunday,1318,Tyranitar,Landorus-Therian,Garchomp,Slowking,Jirachi,Ferrothorn,Landorus-Therian,23,lose,None,None,None,None,Hidden Power,Stealth Rock,U-turn,None,Earthquake,Substitute,None,None,Flamethrower,None,None,None,Psychic,Calm Mind,Thunderbolt,None,Spikes,Leech Seed,None,None,1,0
1153356119,senpai noticer,1631,Latios,Heatran,Alakazam,Forretress,Abomasnow,Kyurem,Abomasnow,30,lose,Draco Meteor,Hidden Power,Earthquake,Roost,Toxic,Magma Storm,Stealth Rock,None,None,None,None,None,Spikes,Earthquake,Rapid Spin,None,Wood Hammer,None,None,None,Blizzard,None,None,None,0,0
1154015705,TheDetails,1395,Tyranitar,Latios,Rotom-Wash,Ferrothorn,Landorus-Therian,Garchomp,Landorus-Therian,20,lose,Crunch,Superpower,Stealth Rock,None,Dragon Pulse,None,None,None,Hydro Pump,Volt Switch,None,None,Spikes,Gyro Ball,None,None,Hidden Power,None,None,None,Dual Chop,None,None,None,1,0
1154216410,Hydegos,1400,Dragonite,Starmie,Terrakion,Ferrothorn,Skarmory,Volcarona,Ferrothorn,14,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
115449729,Apedingo,1571,Garchomp,Scizor,Zapdos,Keldeo,Heatran,Rotom-Wash,Rotom-Wash,20,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1154856202,Kautilya07,1369,Breloom,Scizor,Heatran,Keldeo-Resolute,Latios,Salamence,Keldeo-Resolute,34,lose,None,None,None,None,Bullet Punch,U-turn,Superpower,None,Lava Plume,Stealth Rock,Protect,Roar,None,None,None,None,Trick,Draco Meteor,None,None,Crunch,None,None,None,0,0
1155097742,cateno,1371,Dragonite,Espeon,Conkeldurr,Skarmory,Rotom-Wash,Garchomp,Rotom-Wash,22,lose,None,None,None,None,Psychic,Grass Knot,None,None,Mach Punch,None,None,None,Stealth Rock,Toxic,None,None,Hidden Power,Discharge,Hydro Pump,None,Earthquake,Outrage,None,None,0,0
115527251,TP2,1313,Infernape,Scizor,Latios,Jellicent,Terrakion,Jirachi,Terrakion,10,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
115529764,kemonter,1507,Latias,Latios,Garchomp,Lucario,Scizor,Keldeo,Garchomp,24,lose,Trick,Psyshock,None,None,Dragon Pulse,None,None,None,Stealth Rock,None,None,None,Extreme Speed,None,None,None,None,None,None,None,Icy Wind,Hydro Pump,None,None,0,0
1155431339,Wally ♪♫,1525,Garchomp,Keldeo,Dragonite,Jirachi,Latios,Landorus-Therian,Garchomp,16,lose,Outrage,None,None,None,Calm Mind,Surf,None,None,Extreme Speed,None,None,None,Iron Head,None,None,None,Psyshock,None,None,None,Swords Dance,Earthquake,Rock Polish,None,0,0
115595776,Clifford,1258,Latios,Politoed,Alakazam,Ferrothorn,Landorus-Therian,Breloom,Politoed,30,win,None,None,None,None,Hydro Pump,Struggle,None,None,Psychic,Shadow Ball,None,None,Protect,Leech Seed,Gyro Ball,None,U-turn,Stone Edge,None,None,Bullet Seed,None,None,None,0,0
115596102,PiggK,1378,Cobalion,Thundurus-Therian,Espeon,Gyarados,Kyurem-Black,Mamoswine,Espeon,21,lose,Stealth Rock,None,None,None,Thunderbolt,Nasty Plot,Agility,None,Light Screen,None,None,None,Dragon Dance,None,None,None,Ice Beam,Earth Power,None,None,Ice Shard,None,None,None,0,0
1156132084,Pythagorean Python,1461,Salamence,Garchomp,Meloetta,Raikou,Mienshao,Jirachi,Salamence,19,win,Draco Meteor,Roost,Hydro Pump,None,Outrage,None,None,None,Calm Mind,Focus Blast,Shadow Ball,None,Volt Switch,None,None,None,Hidden Power,Stone Edge,None,None,None,None,None,None,0,0
1156583581,Spritzalcianuro96,1487,Terrakion,Rotom-Wash,Latias,Hydreigon,Tornadus,Tyranitar,Terrakion,23,lose,Stone Edge,Stealth Rock,None,None,Will-O-Wisp,Volt Switch,None,None,Dragon Pulse,Calm Mind,None,None,Draco Meteor,Fire Blast,Focus Blast,Substitute,Hurricane,None,None,None,Crunch,Pursuit,None,None,0,0
1156593963,Spritzalcianuro96,1464,Skarmory,Garchomp,Hydreigon,Alakazam,Tyranitar,Ferrothorn,Hydreigon,32,win,Roost,Taunt,Whirlwind,Spikes,Earthquake,Outrage,None,None,Dark Pulse,Focus Blast,Flamethrower,None,Signal Beam,None,None,None,Superpower,None,None,None,None,None,None,None,1,0
1156645185,leoperi99,1492,Politoed,Reuniclus,Chansey,Gliscor,Ferrothorn,Tentacruel,Politoed,20,lose,Scald,Surf,None,None,Calm Mind,Recover,None,None,None,None,None,None,Swords Dance,Earthquake,Protect,None,Power Whip,Knock Off,None,None,Rapid Spin,Toxic Spikes,None,None,0,1
1156814349,Spritzalcianuro96,1471,Scizor,Tyranitar,Ferrothorn,Keldeo,Latios,Landorus-Therian,Landorus-Therian,41,win,Roost,U-turn,Bullet Punch,None,Crunch,Pursuit,None,None,None,None,None,None,Secret Sword,Surf,None,None,Draco Meteor,Hidden Power,Psyshock,None,Stone Edge,Earthquake,U-turn,None,1,0
1157297263,torinoko city,1401,Politoed,Ferrothorn,Starmie,Latios,Thundurus-Therian,Garchomp,Garchomp,12,lose,Scald,None,None,None,None,None,None,None,None,None,None,None,Trick,None,None,None,Hidden Power,None,None,None,None,None,None,None,0,1
1157314412,Rakuj,1407,Starmie,Breloom,Garchomp,Volcarona,Dragonite,Scizor,Garchomp,21,lose,Scald,None,None,None,Swords Dance,Mach Punch,None,None,Stealth Rock,Toxic,None,None,Bug Buzz,Hidden Power,Quiver Dance,Fiery Dance,Dragon Claw,None,None,None,Bullet Punch,None,None,None,0,0
1157492601,Spritzalcianuro96,1501,Skarmory,Gengar,Hydreigon,Tyranitar,Celebi,Alakazam,Alakazam,18,win,Stealth Rock,Brave Bird,None,None,Shadow Ball,None,None,None,Flamethrower,None,None,None,Pursuit,None,None,None,None,None,None,None,Psychic,Thunder Wave,None,None,1,0
115762140,ashiemore,1257,Ninetales,Victini,Darmanitan,Donphan,Infernape,Kyurem-Black,Kyurem-Black,16,win,Flare Blitz,None,None,None,V-create,U-turn,None,None,Flare Blitz,None,None,None,Ice Shard,Stone Edge,None,None,None,None,None,None,Ice Beam,Dragon Claw,None,None,0,0
1157867753,Spritzalcianuro96,1517,Jirachi,Hydreigon,Thundurus-Therian,Starmie,Scizor,Garchomp,Jirachi,13,win,Thunderbolt,Iron Head,Hidden Power,None,Focus Blast,None,None,None,Agility,Hidden Power,Thunderbolt,None,Rapid Spin,Scald,None,None,None,None,None,None,None,None,None,None,0,0
1157872407,ewqwerty5,1365,Tornadus,Keldeo,Politoed,Ferrothorn,Starmie,Toxicroak,Ferrothorn,17,lose,Superpower,None,None,None,Hydro Pump,None,None,None,Scald,None,None,None,Spikes,Stealth Rock,Gyro Ball,None,Thunder,Ice Beam,None,None,None,None,None,None,0,0
1158014340,Spritzalcianuro96,1407,Terrakion,Hydreigon,Latios,Keldeo,Garchomp,Mamoswine,Hydreigon,25,win,Close Combat,Stone Edge,None,None,Roost,Focus Blast,None,None,Memento,Reflect,Light Screen,None,Scald,Secret Sword,None,None,Outrage,Substitute,Swords Dance,None,None,None,None,None,0,0
115865852,Mariano Rapper,1332,Abomasnow,Jirachi,Starmie,Walrein,Infernape,Sigilyph,Infernape,24,win,Focus Punch,Blizzard,Substitute,None,Protect,Iron Head,Wish,Body Slam,Scald,Psyshock,None,None,None,None,None,None,Stealth Rock,Rock Slide,None,None,Ice Beam,Psycho Shift,None,None,0,0
1159520036,koumite,1428,Politoed,Tentacruel,Ferrothorn,Keldeo-Resolute,Thundurus-Therian,Latios,Keldeo-Resolute,49,lose,Scald,Protect,None,None,Scald,Toxic,Rapid Spin,Protect,Spikes,Stealth Rock,Power Whip,None,Secret Sword,Hydro Pump,None,None,Focus Blast,Substitute,None,None,Trick,Thunder,None,None,0,1
116057115,Spritzalcianuro96,1402,Tyranitar,Mienshao,Keldeo,Garchomp,Hydreigon,Jellicent,Mienshao,12,win,Stone Edge,None,None,None,U-turn,Stone Edge,Hidden Power,None,Icy Wind,Scald,None,None,None,None,None,None,Dark Pulse,None,None,None,None,None,None,None,0,0
116075111,Just Play For Fun,1405,Politoed,Tentacruel,Ferrothorn,Chansey,Dragonite,Bronzong,Politoed,32,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,1
1160812133,kill-kml,1375,Alakazam,Rotom-Wash,Scizor,Dragonite,Mamoswine,Breloom,Mamoswine,11,lose,Psychic,Shadow Ball,Focus Blast,None,Volt Switch,None,None,None,None,None,None,None,None,None,None,None,Stealth Rock,Ice Shard,None,None,None,None,None,None,0,0
116081571,WeR#4Hay!,1546,Tyranitar,Mienshao,Garchomp,Ferrothorn,Latios,Gliscor,Mienshao,25,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1160846592,Spritzalcianuro96,1402,Tyranitar,Mienshao,Keldeo,Garchomp,Hydreigon,Jellicent,Mienshao,12,win,Stone Edge,None,None,None,U-turn,Stone Edge,Hidden Power,None,Icy Wind,Scald,None,None,None,None,None,None,Dark Pulse,None,None,None,None,None,None,None,0,0
1160918416,Yung Girl Lillie,1437,Aerodactyl,Chandelure,Hitmonlee,Alakazam,Crawdaunt,Escavalier,Aerodactyl,14,lose,Stone Edge,Stealth Rock,None,None,Shadow Ball,None,None,None,Close Combat,None,None,None,Psyshock,None,None,None,None,None,None,None,Megahorn,None,None,None,0,0
1160921000,Yung Girl Lillie,1392,Skarmory,Gastrodon,Reuniclus,Tyranitar,Latias,Heatran,Tyranitar,15,lose,None,None,None,None,Scald,Recover,None,None,Calm Mind,None,None,None,Stone Edge,Stealth Rock,None,None,None,None,None,None,Hidden Power,None,None,None,0,0
1161379132,general bepo 3,1316,Landorus-Therian,Politoed,Ferrothorn,Porygon2,Starmie,Volcarona,Porygon2,26,lose,Stealth Rock,U-turn,None,None,None,None,None,None,Spikes,Leech Seed,Gyro Ball,None,Thunder,Magic Coat,Ice Beam,None,Rapid Spin,None,None,None,Bug Buzz,Fire Blast,Quiver Dance,None,0,0
116170812,Pythagorean Python,1367,Dusclops,Riolu,Forretress,Skarmory,Gengar,Aerodactyl,Forretress,34,lose,Confuse Ray,Will-O-Wisp,None,None,Drain Punch,None,None,None,Gyro Ball,None,None,None,Spikes,None,None,None,Focus Blast,Substitute,Thunderbolt,None,Earthquake,None,None,None,0,0
116177742,Coronet077,1412,Politoed,Ferrothorn,Tentacruel,Latios,Keldeo,Thundurus-Therian,Ferrothorn,32,win,Encore,Protect,None,None,Stealth Rock,Gyro Ball,Knock Off,None,Protect,None,None,None,Dragon Pulse,None,None,None,None,None,None,None,Thunder,Protect,Focus Blast,None,0,1
1161945313,Hydegos,1417,Dragonite,Starmie,Terrakion,Ferrothorn,Skarmory,Volcarona,Terrakion,5,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1162000342,Hydegos,1400,Dragonite,Starmie,Terrakion,Ferrothorn,Skarmory,Volcarona,Ferrothorn,14,lose,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,0
1162257512,BLJ Mario,1350,Volcarona,Starmie,Terrakion,Jirachi,Dragonite,Scizor,Terrakion,22,win,None,None,None,None,Rapid Spin,Thunder,None,None,Taunt,Close Combat,Stone Edge,Stealth Rock,U-turn,Iron Head,None,None,Dragon Dance,Outrage,None,None,Pursuit,Bullet Punch,Swords Dance,None,0,0
1162260876,closecombat41,1395,Politoed,Scizor,Keldeo,Tentacruel,Thundurus-Therian,Garchomp,Politoed,28,lose,Scald,Toxic,Ice Beam,None,U-turn,None,None,None,Hydro Pump,None,None,None,Scald,Protect,None,None,Hidden Power,None,None,None,Stealth Rock,Swords Dance,None,None,0,1
116236397,Zymen Aidi,1335,Tyranitar,Latios,Garchomp,Gliscor,Ferrothorn,Rotom-Wash,Latios,22,win,None,None,None,None,Draco Meteor,Hidden Power,None,None,Dual Chop,Outrage,None,None,None,None,None,None,None,None,None,None,Will-O-Wisp,Volt Switch,None,None,0,0
1163722129,Radaty,1469,Politoed,Tornadus,Thundurus-Therian,Xatu,Jirachi,Chansey,Politoed,58,lose,Toxic,Hydro Pump,Ice Beam,None,Hurricane,Focus Blast,None,None,Focus Blast,None,None,None,Night Shade,Roost,Thunder Wave,None,Thunder,Calm Mind,Substitute,Water Pulse,None,None,None,None,0,1
1164035315,dtw,1305,Scizor,Rotom-Wash,Heatran,Breloom,Keldeo,Espeon,Espeon,22,win,None,None,None,None,None,None,None,None,Lava Plume,Stealth Rock,None,None,Spore,Mach Punch,Low Sweep,Bullet Seed,Icy Wind,Hydro Pump,Secret Sword,None,Reflect,Light Screen,Baton Pass,Spore,0,0
116431905,Lotwewy,1293,Tyranitar,Lucario,Jirachi,Rotom-Wash,Terrakion,Latias,Jirachi,13,win,None,None,None,None,Close Combat,Swords Dance,None,None,Thunder,U-turn,None,None,Volt Switch,None,None,None,Stone Edge,None,None,None,Psyshock,None,None,None,0,0
